Author,Comment,Predicted_Class
@FathimathSalima-ov8io,Arjun fans like white🥳❤️,2
@Amal-yv3jg,Alappuzhayil ullavar like,2
@Amal-yv3jg,10 like tharumo 😢😢❤❤,2
@Amal-yv3jg,Oru 20 like tharumo,2
@Amal-yv3jg,10 like tharumo,2
@sujithsudhakaran8704,7:20 Kollaamm kallaakkii👌👌 mone,2
@user-tq6lg5zm4r,Jinto is actually my grandmother’s student and my father’s friend. When I realised that he was in Bigg Boss I was telling everyone to vote for him.😂 MAnikamangalam,2
@neogamerff5381,GABRI ❌ CHAPRI ✅ BY SOLOVINER,2
@user-qj6wk7pf7d,9:43 am minutel Jasminete expression 😂,2
@Bablugaming-FF777,Fuck off. 😂😂😂😂😂😂😂.,1
@user-gw5su4tr2b,Bro ethan vaya lokam,2
@dreamingboy8019,❌Gabri❌ chapri✅,2
@Marsh12-fj1vb,4th tym kand chirikuna😂😂😂😂,2
@shijimolpsshijimolps1775,"If we had got the place, we could have bombed it",2
@sreeh..-ki4oc,Janmoni parayunathe entha enn manasilavathavar undo😅,2
@sweetybinoy9510,Jasmin Haters😤,2
@sellufamily7882,🥰🥰🥰,2
@vasanthiv9154,😂,2
@Redox_men_,at last.....real friend ship :),2
@aadhiljamal9218,Jinto seen ..njan chirich chathu😂😂,2
@bangtangirl2465,Enikum big boss istamalla 😌🙏,2
@Shigarakix3,3:22🙂yeh,2
@lightningaw1698,6:28 paranjath athupole nadann,2
@akhil-xq9rr,Vdo kolladaa chumma 🔥,2
@shaana1694.-.,10:18 TRIPLE STAND 🙂🔥,2
@shaana1694.-.,7:16 point 🔥,2
@jayanv4415,Oh Myr,2
@user-nf5gw9qb7e,Appi love story 🤣💩,2
@vijilaap1017,Iam not there fan but they r just friends,2
@sincysebastian2871,5:42 thalakunich mounam aacharich njn 😂,2
@devaprayagkl,enthinne jasmin annakyanne 6 ROUND odditaan njan annakanne,2
@MM_755,Jasmine vendann parayunnavar like adi,2
@VakkayilHusv-do1rd,Let it go,2
